REPORT_NAME,CCR,SECTION,DESCRIPTION,ARREST_DATE,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE,AGE,GENDER
ARREST,16056010,3701,Robbery.,04/11/2016,01:30,1700 block Belleau Dr,Fineview,1,21,F
ARREST,16056010,903,Criminal Conspiracy.,04/11/2016,01:30,1700 block Belleau Dr,Fineview,1,21,F
OFFENSE 2.0,16064902,7122,Altered  Forged or Counterfeit Documents and Plates,04/11/2016,02:40,2500 block N Charles St,Perry South,1,,
ARREST,16064902,1501,Drivers Required to be Licensed.,04/11/2016,02:40,2500 block N Charles St,Perry South,1,33,M
ARREST,16064902,1301,Registration and Certificate of Title Required.,04/11/2016,02:40,2500 block N Charles St,Perry South,1,33,M
ARREST,16064902,1372,Unauthorized Transfer or Use of Registration.,04/11/2016,02:40,2500 block N Charles St,Perry South,1,33,M
OFFENSE 2.0,16064902,1786,Required Financial Responsibility.,04/11/2016,02:40,2500 block N Charles St,Perry South,1,,
ARREST,16064902,1786,Required Financial Responsibility.,04/11/2016,02:40,2500 block N Charles St,Perry South,1,33,M
ARREST,16064902,7122,Altered  Forged or Counterfeit Documents and Plates,04/11/2016,02:40,2500 block N Charles St,Perry South,1,33,M
OFFENSE 2.0,16064902,1301,Registration and Certificate of Title Required.,04/11/2016,02:40,2500 block N Charles St,Perry South,1,,
OFFENSE 2.0,16064902,1372,Unauthorized Transfer or Use of Registration.,04/11/2016,02:40,2500 block N Charles St,Perry South,1,,
OFFENSE 2.0,16064902,1501,Drivers Required to be Licensed.,04/11/2016,02:40,2500 block N Charles St,Perry South,1,,
OFFENSE 2.0,16064948,9488,False  Burglar Alarm,04/11/2016,05:38,900 block Beaver Ave,Chateau,1,,
OFFENSE 2.0,16065167,3745,Accidents Involving Damage to Unattended Veh.or Prop.,04/11/2016,09:00,1400 block Beaver Ave,Chateau,1,,
OFFENSE 2.0,16065082,9999,9999 - (Misc. Incident): ,04/11/2016,10:30,1300 block N Franklin St,Manchester,1,,
OFFENSE 2.0,16065072,2706,Terroristic Threats.,04/11/2016,11:15,3700 block Brighton Rd,Brighton Heights,1,,
OFFENSE 2.0,16065072,3929,Retail Theft.,04/11/2016,11:15,3700 block Brighton Rd,Brighton Heights,1,,
ARREST,16065072,3929,Retail Theft.,04/11/2016,11:35,3700 block Brighton Rd,Brighton Heights,1,15,M
ARREST,16065072,2706,Terroristic Threats.,04/11/2016,11:35,3700 block Brighton Rd,Brighton Heights,1,15,M
ARREST,16014928,3304(a)(5),CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,04/11/2016,12:00,100 block Penfort St,Northview Heights,1,26,M
ARREST,16014928,3921(a),Theft by Unlawful Taking or Disposition - Movable item,04/11/2016,12:00,100 block Penfort St,Northview Heights,1,26,M
OFFENSE 2.0,16065123,601.08(a),Alcohol or Liquor Consumption on Streets or Sidewalks,04/11/2016,13:00,100 block Rhine Pl,Spring Hill-City View,1,,
ARREST,16059214,3802(a)(1),DUI - General Impairment,04/11/2016,14:00,4200 block Evergreen Rd,Summer Hill,1,55,M
