REPORT_NAME,CCR,SECTION,DESCRIPTION,ARREST_DATE,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE,AGE,GENDER
OFFENSE 2.0,16079028,9488,False  Burglar Alarm,05/01/2016,00:44,800 block Phineas St,East Allegheny,1,,
OFFENSE 2.0,16079064,9488,False  Burglar Alarm,05/01/2016,01:40,1300 block Western Ave,Chateau,1,,
OFFENSE 2.0,16079109,9488,False  Burglar Alarm,05/01/2016,02:51,1300 block Western Ave,Chateau,1,,
OFFENSE 2.0,16079118,13(a)(16),Possession of Controlled Substance,05/01/2016,03:03,General Robinson St & Sandusky St S,North Shore,1,,
ARREST,16079118,13(a)(32),Paraphernalia - Use or Possession,05/01/2016,03:03,General Robinson St & Sandusky St S,North Shore,1,25,M
ARREST,16079118,13(a)(16),Possession of Controlled Substance,05/01/2016,03:03,General Robinson St & Sandusky St S,North Shore,1,25,M
OFFENSE 2.0,16079118,13(a)(32),Paraphernalia - Use or Possession,05/01/2016,03:03,General Robinson St & Sandusky St S,North Shore,1,,
OFFENSE 2.0,16079165,2702,Aggravated Assault.,05/01/2016,05:24,400 block Mt Pleasant Rd,Northview Heights,1,,
OFFENSE 2.0,16079165,2706,Terroristic Threats.,05/01/2016,05:24,400 block Mt Pleasant Rd,Northview Heights,1,,
OFFENSE 2.0,16079165,3304,Criminal Mischief.,05/01/2016,05:24,400 block Mt Pleasant Rd,Northview Heights,1,,
ARREST,16079171,9501,Bench Warrant,05/01/2016,05:30,2900 block N Charles St,Perry South,1,26,M
OFFENSE 2.0,16079171,9501,Bench Warrant,05/01/2016,05:30,2900 block N Charles St,Perry South,1,,
OFFENSE 2.0,16079193,3304,Criminal Mischief.,05/01/2016,06:00,300 block River Ave,North Shore,1,,
OFFENSE 2.0,16079192,3304,Criminal Mischief.,05/01/2016,07:29,3200 block Mc Clure Ave,Brighton Heights,1,,
OFFENSE 2.0,16079220,9999,9999 - (Misc. Incident): ,05/01/2016,09:00,4000 block Grizella St,Perry North,1,,
OFFENSE 2.0,16079246,9488,False  Burglar Alarm,05/01/2016,10:15,800 block Phineas St,East Allegheny,1,,
OFFENSE 2.0,16079255,4120,Identity Theft,05/01/2016,10:40,1100 block Sheffield St,Manchester,1,,
OFFENSE 2.0,16079373,5503,Disorderly Conduct.,05/01/2016,14:38,200 block Lamar St,Golden Triangle/Civic Arena,1,,
OFFENSE 2.0,16079373,5901,Open Lewdness.,05/01/2016,14:38,200 block Lamar St,Golden Triangle/Civic Arena,1,,
OFFENSE 2.0,16079386,3701,Robbery.,05/01/2016,15:40,500 block Sampsonia St,Central Northside,1,,
OFFENSE 2.0,16079392,3743,Accidents Involving Damage to Attended Veh. or Property,05/01/2016,16:07,Ohio River Blvd & Brighton Heights Blvd,Brighton Heights,1,,
OFFENSE 2.0,16079427,3701,Robbery.,05/01/2016,16:40,Foreland St & Middle St,East Allegheny,1,,
OFFENSE 2.0,16079423,3503.B1I,DEF. TRESPASS ACTUAL COMMUNICATION,05/01/2016,16:41,600 block East Ohio St,East Allegheny,1,,
OFFENSE 2.0,16079423,5121,Escape.,05/01/2016,16:41,600 block East Ohio St,East Allegheny,1,,
OFFENSE 2.0,16079423,5505,Public Drunkenness,05/01/2016,16:41,600 block East Ohio St,East Allegheny,1,,
OFFENSE 2.0,16079423,5503(a)(1),DISORDERLY CONDUCT - ENGAGE IN FIGHTING,05/01/2016,16:41,600 block East Ohio St,East Allegheny,1,,
