REPORT_NAME,CCR,SECTION,DESCRIPTION,ARREST_DATE,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE,AGE,GENDER
OFFENSE 2.0,16125899,9488,False  Burglar Alarm,07/07/2016,01:00,200 block East Ohio St,Allegheny Center,1,,
OFFENSE 2.0,16126311,3503(a),Criminal Trespass,07/07/2016,03:01,100 block Penfort St,Northview Heights,1,,
OFFENSE 2.0,16125983,9488,False  Burglar Alarm,07/07/2016,04:21,Montgomery Pl,Allegheny Center,1,,
OFFENSE 2.0,16126014,2701,Simple Assault.,07/07/2016,07:00,Manhattan St,Spring Hill-City View,1,,
OFFENSE 2.0,16126021,9999,9999 - (Misc. Incident): ,07/07/2016,07:36,Buena Vista St & Geranium St,Perry South,1,,
OFFENSE 2.0,16126081,9501,Bench Warrant,07/07/2016,09:56,Hazlip Way & Parkhurst St,Central Northside,1,,
ARREST,16126081,9501,Bench Warrant,07/07/2016,10:06,Hazlip Way & Parkhurst St,Central Northside,1,43,M
OFFENSE 2.0,16126103,9999,9999 - (Misc. Incident): ,07/07/2016,10:30,Penfort St & Essen St,Northview Heights,1,,
OFFENSE 2.0,16126125,3304,Criminal Mischief.,07/07/2016,10:30,3500 block Fleming Ave,Brighton Heights,1,,
OFFENSE 2.0,16126105,3743,Accidents Involving Damage to Attended Veh. or Property,07/07/2016,10:40,Sandusky St S & Isabella St,North Shore,1,,
OFFENSE 2.0,16126162,3502,Burglary.,07/07/2016,11:00,W Mc Intyre Ave,Perry South,1,,
OFFENSE 2.0,16126178,3745,Accidents Involving Damage to Unattended Veh.or Prop.,07/07/2016,12:30,West Commons & South Commons,Allegheny Center,1,,
OFFENSE 2.0,16126235,3304,Criminal Mischief.,07/07/2016,14:30,800 block Mt Pleasant Rd,Northview Heights,1,,
OFFENSE 2.0,16126260,4106,Access Device Fraud,07/07/2016,15:17,800 block Spring Garden Ave,East Allegheny,1,,
ARREST,16126292,13(a)(16),Possession of Controlled Substance,07/07/2016,16:07,1600 block Sandusky Ct,Fineview,1,40,F
OFFENSE 2.0,16126292,13(a)(32),Paraphernalia - Use or Possession,07/07/2016,16:07,1600 block Sandusky Ct,Fineview,1,,
OFFENSE 2.0,16126292,13(a)(16),Possession of Controlled Substance,07/07/2016,16:07,1600 block Sandusky Ct,Fineview,1,,
ARREST,16126292,13(a)(32),Paraphernalia - Use or Possession,07/07/2016,16:07,1600 block Sandusky Ct,Fineview,1,40,F
ARREST,16126292,13(a)(32),Paraphernalia - Use or Possession,07/07/2016,16:07,1600 block Sandusky Ct,Fineview,1,38,M
ARREST,16126292,13(a)(16),Possession of Controlled Substance,07/07/2016,16:07,1600 block Sandusky Ct,Fineview,1,38,M
OFFENSE 2.0,16126339,3925,Receiving Stolen Property.,07/07/2016,17:06,100 block Penfort St,Northview Heights,1,,
OFFENSE 2.0,16126339,6115,Loans on  or Lending or Giving Firearms ,07/07/2016,17:06,100 block Penfort St,Northview Heights,1,,
OFFENSE 2.0,16126339,6106,Firearms not to be Carried without a License.,07/07/2016,17:06,100 block Penfort St,Northview Heights,1,,
OFFENSE 2.0,16126339,4910,Tampering with or Fabricating Physical Evidence.,07/07/2016,17:06,100 block Penfort St,Northview Heights,1,,
OFFENSE 2.0,16126339,9501,Bench Warrant,07/07/2016,17:06,100 block Penfort St,Northview Heights,1,,
OFFENSE 2.0,16126339,3733,Fleeing or Attempting to Elude Police Officer,07/07/2016,17:06,100 block Penfort St,Northview Heights,1,,
OFFENSE 2.0,16126339,607.03,Discharging Firearm or Airgun,07/07/2016,17:06,100 block Penfort St,Northview Heights,1,,
OFFENSE 2.0,16126339,6105(a)(1),Persons not to possess  use  manufacture  control  sell or transfer firearms: Former Convict enumerated in subsection (b),07/07/2016,17:06,100 block Penfort St,Northview Heights,1,,
OFFENSE 2.0,16126339,5503(a)(4),DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,07/07/2016,17:06,100 block Penfort St,Northview Heights,1,,
ARREST,16126339,607.03,Discharging Firearm or Airgun,07/07/2016,17:20,100 block Penfort St,Northview Heights,1,24,M
ARREST,16126339,6115,Loans on  or Lending or Giving Firearms ,07/07/2016,17:20,100 block Penfort St,Northview Heights,1,24,M
ARREST,16126339,5503(a)(4),DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,07/07/2016,17:20,100 block Penfort St,Northview Heights,1,24,M
ARREST,16126339,4910,Tampering with or Fabricating Physical Evidence.,07/07/2016,17:20,100 block Penfort St,Northview Heights,1,24,M
ARREST,16126339,3733,Fleeing or Attempting to Elude Police Officer,07/07/2016,17:20,100 block Penfort St,Northview Heights,1,24,M
ARREST,16126339,9501,Bench Warrant,07/07/2016,17:20,100 block Penfort St,Northview Heights,1,28,M
ARREST,16126339,6106,Firearms not to be Carried without a License.,07/07/2016,17:20,100 block Penfort St,Northview Heights,1,28,M
ARREST,16126339,6105(a)(1),Persons not to possess  use  manufacture  control  sell or transfer firearms: Former Convict enumerated in subsection (b),07/07/2016,17:20,100 block Penfort St,Northview Heights,1,28,M
ARREST,16126339,607.03,Discharging Firearm or Airgun,07/07/2016,17:20,100 block Penfort St,Northview Heights,1,28,M
ARREST,16126339,3925,Receiving Stolen Property.,07/07/2016,17:20,100 block Penfort St,Northview Heights,1,28,M
ARREST,16126339,5503(a)(4),DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,07/07/2016,17:20,100 block Penfort St,Northview Heights,1,28,M
ARREST,16126410,2701,Simple Assault.,07/07/2016,17:55,2500 block N Charles St,Perry South,1,27,M
OFFENSE 2.0,16126410,2701,Simple Assault.,07/07/2016,17:55,2500 block N Charles St,Perry South,1,,
OFFENSE 2.0,16126410,13(a)(31),Marijuana: Possession Small Amount,07/07/2016,17:55,2500 block N Charles St,Perry South,1,,
ARREST,16126410,13(a)(31),Marijuana: Possession Small Amount,07/07/2016,17:55,2500 block N Charles St,Perry South,1,27,M
OFFENSE 2.0,16126410,4304(a)(1),Endangering Welfare of Children.,07/07/2016,17:55,2500 block N Charles St,Perry South,1,,
ARREST,16126410,4304(a)(1),Endangering Welfare of Children.,07/07/2016,17:55,2500 block N Charles St,Perry South,1,27,M
OFFENSE 2.0,16126366,9501,Bench Warrant,07/07/2016,18:01,Perrysville Ave & N Charles St,Perry South,1,,
ARREST,16126366,9501,Bench Warrant,07/07/2016,18:06,Perrysville Ave & N Charles St,Perry South,1,28,M
OFFENSE 2.0,16126425,9488,False  Burglar Alarm,07/07/2016,19:36,1900 block Croft St,Troy Hill-Herrs Island,1,,
OFFENSE 2.0,16126473,9489,Found Property,07/07/2016,20:55,1200 block filson St,Central Northside,1,,
OFFENSE 2.0,16126462,2709,Harassment (Non-Specific),07/07/2016,21:00,1600 block Sandusky Ct,Fineview,1,,
ARREST,16121345,4953,Retaliation Against Witness Victim or Party.,07/07/2016,21:15,4000 block Oswald St,Brighton Heights,1,58,F
OFFENSE 2.0,16126516,2709.1,Stalking Conduct or Repeatedly Acts Including Follows,07/07/2016,22:40,Mitchell St,Marshall-Shadeland,1,,
OFFENSE 2.0,16126516,5101,Obstructing Admin. of Law ,07/07/2016,22:40,Mitchell St,Marshall-Shadeland,1,,
OFFENSE 2.0,16126516,5104,Resisting Arrest or Other Law Enforcement.,07/07/2016,22:40,Mitchell St,Marshall-Shadeland,1,,
OFFENSE 2.0,16126516,5105,Hindering Apprehension or Prosecution.,07/07/2016,22:40,Mitchell St,Marshall-Shadeland,1,,
OFFENSE 2.0,16126516,5507,Obstructing Highways and Passages.,07/07/2016,22:40,Mitchell St,Marshall-Shadeland,1,,
OFFENSE 2.0,16126516,9501,Bench Warrant,07/07/2016,22:40,Mitchell St,Marshall-Shadeland,1,,
OFFENSE 2.0,16126516,1543,Driving While Operating Privilege is Suspended or Revoked.,07/07/2016,22:40,Mitchell St,Marshall-Shadeland,1,,
OFFENSE 2.0,16126516,13(a)(32),Paraphernalia - Use or Possession,07/07/2016,22:40,Mitchell St,Marshall-Shadeland,1,,
OFFENSE 2.0,16126516,13(a)(16),Possession of Controlled Substance,07/07/2016,22:40,Mitchell St,Marshall-Shadeland,1,,
OFFENSE 2.0,16126516,13(a)(30),Possession w/ Intent to Del. Controlled Substance,07/07/2016,22:40,Mitchell St,Marshall-Shadeland,1,,
ARREST,16111437,2701,Simple Assault.,07/07/2016,23:00,Radium St,Perry North,1,26,F
ARREST,16111437,3304,Criminal Mischief.,07/07/2016,23:00,Radium St,Perry North,1,26,F
OFFENSE 2.0,16126523,2701(a)(3),Simple Assault - Attempts by Physical Menace ,07/07/2016,23:19,1900 block Croft St,Troy Hill-Herrs Island,1,,
OFFENSE 2.0,16126523,2701(a)(1),Simple Assault - Intent.  Know.  Reckless.Cause Bod. Injury,07/07/2016,23:19,1900 block Croft St,Troy Hill-Herrs Island,1,,
OFFENSE 2.0,16126523,2709(a)(3),Harassment No Legitimate Purpose,07/07/2016,23:19,1900 block Croft St,Troy Hill-Herrs Island,1,,
OFFENSE 2.0,16126539,3929,Retail Theft.,07/07/2016,23:35,1000 block Western Ave,Chateau,1,,
ARREST,16126516,5104,Resisting Arrest or Other Law Enforcement.,07/07/2016,23:44,Mitchell St,Marshall-Shadeland,1,25,F
ARREST,16126516,5105,Hindering Apprehension or Prosecution.,07/07/2016,23:44,Mitchell St,Marshall-Shadeland,1,25,F
ARREST,16083702,9015,Failure To Appear/Arrest on Attachment Order,07/07/2016,23:44,Watson Blvd,Perry North,1,30,M
ARREST,16126516,13(a)(16),Possession of Controlled Substance,07/07/2016,23:44,Mitchell St,Marshall-Shadeland,1,30,M
ARREST,16126516,13(a)(30),Possession w/ Intent to Del. Controlled Substance,07/07/2016,23:44,Mitchell St,Marshall-Shadeland,1,30,M
ARREST,16126516,1543,Driving While Operating Privilege is Suspended or Revoked.,07/07/2016,23:44,Mitchell St,Marshall-Shadeland,1,30,M
ARREST,16126516,2709.1,Stalking Conduct or Repeatedly Acts Including Follows,07/07/2016,23:44,Mitchell St,Marshall-Shadeland,1,30,M
ARREST,16126516,5104,Resisting Arrest or Other Law Enforcement.,07/07/2016,23:44,Mitchell St,Marshall-Shadeland,1,30,M
ARREST,16126516,5507,Obstructing Highways and Passages.,07/07/2016,23:44,Mitchell St,Marshall-Shadeland,1,30,M
ARREST,16126516,9501,Bench Warrant,07/07/2016,23:44,Mitchell St,Marshall-Shadeland,1,30,M
ARREST,16126516,13(a)(32),Paraphernalia - Use or Possession,07/07/2016,23:44,Mitchell St,Marshall-Shadeland,1,25,F
ARREST,16126516,5101,Obstructing Admin. of Law ,07/07/2016,23:44,Mitchell St,Marshall-Shadeland,1,25,F
OFFENSE 2.0,16125935,9094,Recovered Stolen Vehicle (OUTSIDE CITY),07/07/2016,03:10,Centre Ave & Soho St,Middle Hill,2,,
OFFENSE 2.0,16125935,3745,Accidents Involving Damage to Unattended Veh.or Prop.,07/07/2016,03:10,Centre Ave & Soho St,Middle Hill,2,,
OFFENSE 2.0,16125995,3304,Criminal Mischief.,07/07/2016,05:28,11th St,Golden Triangle/Civic Arena,2,,
ARREST,16120316,3921(a),Theft by Unlawful Taking or Disposition - Movable item,07/07/2016,09:55,600 block 1st Ave,Sheraden,2,30,M
ARREST,16120316,2701(a)(1),Simple Assault - Intent.  Know.  Reckless.Cause Bod. Injury,07/07/2016,09:55,600 block 1st Ave,Sheraden,2,30,M
ARREST,16120494,2701,Simple Assault.,07/07/2016,10:20,600 block 1st Ave,Point Breeze North,2,45,F
OFFENSE 2.0,16126118,9501,Bench Warrant,07/07/2016,10:59,200 block Forbes Ave,Golden Triangle/Civic Arena,2,,
ARREST,16126118,9501,Bench Warrant,07/07/2016,11:08,200 block Forbes Ave,Golden Triangle/Civic Arena,2,41,M
OFFENSE 2.0,16126160,4106,Access Device Fraud,07/07/2016,12:00,300 block 4th Ave,Golden Triangle/Civic Arena,2,,
OFFENSE 2.0,16126190,5505,Public Drunkenness,07/07/2016,13:05,200 block 7th St,Golden Triangle/Civic Arena,2,,
OFFENSE 2.0,16126296,9999,9999 - (Misc. Incident): ,07/07/2016,15:00,2500 block Chauncey Dr,Bedford Dwellings,2,,
OFFENSE 2.0,16126300,3743,Accidents Involving Damage to Attended Veh. or Property,07/07/2016,16:40,Liberty Ave & Stanwix,Golden Triangle/Civic Arena,2,,
OFFENSE 2.0,16126327,601.16,Public Urination And Defecation,07/07/2016,16:54,300 block Forbes Ave,Golden Triangle/Civic Arena,2,,
OFFENSE 2.0,16126327,5503,Disorderly Conduct.,07/07/2016,16:54,300 block Forbes Ave,Golden Triangle/Civic Arena,2,,
OFFENSE 2.0,16126327,5507(a),Obstructing highway  railroad or public passage,07/07/2016,16:54,300 block Forbes Ave,Golden Triangle/Civic Arena,2,,
ARREST,16126327,5503,Disorderly Conduct.,07/07/2016,17:00,300 block Forbes Ave,Golden Triangle/Civic Arena,2,57,M
ARREST,16126327,5507(a),Obstructing highway  railroad or public passage,07/07/2016,17:00,300 block Forbes Ave,Golden Triangle/Civic Arena,2,57,M
ARREST,16126327,601.16,Public Urination And Defecation,07/07/2016,17:00,300 block Forbes Ave,Golden Triangle/Civic Arena,2,57,M
OFFENSE 2.0,16126340,4910,Tampering with or Fabricating Physical Evidence.,07/07/2016,17:12,Watson St & Gist St,Bluff,2,,
OFFENSE 2.0,16126340,3334,Turning Movements and Required Signals.,07/07/2016,17:12,Watson St & Gist St,Bluff,2,,
OFFENSE 2.0,16126340,13(a)(31),Marijuana: Possession Small Amount,07/07/2016,17:12,Watson St & Gist St,Bluff,2,,
OFFENSE 2.0,16126340,13(a)(16),Possession of Controlled Substance,07/07/2016,17:12,Watson St & Gist St,Bluff,2,,
ARREST,16126340,4910,Tampering with or Fabricating Physical Evidence.,07/07/2016,17:12,Watson St & Gist St,Bluff,2,30,M
ARREST,16126340,13(a)(16),Possession of Controlled Substance,07/07/2016,17:12,Watson St & Gist St,Bluff,2,30,M
ARREST,16126340,3334,Turning Movements and Required Signals.,07/07/2016,17:12,Watson St & Gist St,Bluff,2,37,M
ARREST,16126340,13(a)(31),Marijuana: Possession Small Amount,07/07/2016,17:12,Watson St & Gist St,Bluff,2,37,M
ARREST,16126326,5503,Disorderly Conduct.,07/07/2016,17:17,300 block 3rd Ave,Golden Triangle/Civic Arena,2,36,M
ARREST,16126326,2709(a),Harassment.,07/07/2016,17:17,300 block 3rd Ave,Golden Triangle/Civic Arena,2,36,M
OFFENSE 2.0,16126326,5503,Disorderly Conduct.,07/07/2016,17:17,300 block 3rd Ave,Golden Triangle/Civic Arena,2,,
OFFENSE 2.0,16126326,2709(a),Harassment.,07/07/2016,17:17,300 block 3rd Ave,Golden Triangle/Civic Arena,2,,
OFFENSE 2.0,16126376,2702,Aggravated Assault.,07/07/2016,18:05,Market St,Golden Triangle/Civic Arena,2,,
