REPORT_NAME,CCR,SECTION,DESCRIPTION,ARREST_DATE,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE,AGE,GENDER
OFFENSE 2.0,16078333,4910,Tampering with or Fabricating Physical Evidence.,04/30/2016,01:00,600 block East Ohio St,East Allegheny,1,,
OFFENSE 2.0,16078333,601.16,Public Urination And Defecation,04/30/2016,01:00,600 block East Ohio St,East Allegheny,1,,
ARREST,16078333,13(a)(31),Marijuana: Possession Small Amount,04/30/2016,01:00,600 block East Ohio St,East Allegheny,1,25,M
ARREST,16078333,601.16,Public Urination And Defecation,04/30/2016,01:00,600 block East Ohio St,East Allegheny,1,25,M
ARREST,16078333,4910,Tampering with or Fabricating Physical Evidence.,04/30/2016,01:00,600 block East Ohio St,East Allegheny,1,25,M
OFFENSE 2.0,16078333,13(a)(31),Marijuana: Possession Small Amount,04/30/2016,01:00,600 block East Ohio St,East Allegheny,1,,
OFFENSE 2.0,16078411,9488,False  Burglar Alarm,04/30/2016,03:39,1900 block Spring Garden Ave,Spring Garden,1,,
ARREST,16072753,3503,Criminal Trespass,04/30/2016,09:55,400 block E Burgess St,Perry South,1,58,M
ARREST,16072753,3921(a),Theft by Unlawful Taking or Disposition - Movable item,04/30/2016,09:55,400 block E Burgess St,Perry South,1,58,M
ARREST,16072753,2709(a)(1),Harassment by Physical Contact  or Attempts or Threats,04/30/2016,09:55,400 block E Burgess St,Perry South,1,58,M
OFFENSE 2.0,16079004,9999,9999 - (Misc. Incident): Dog Bite,04/30/2016,16:30,1700 block Gebhart St,Spring Garden,1,,
OFFENSE 2.0,16078790,2705,Recklessly Endangering Another Person.,04/30/2016,17:57,300 block Cedar Ave,East Allegheny,1,,
OFFENSE 2.0,16078856,3304,Criminal Mischief.,04/30/2016,19:11,100 block Anderson St,North Shore,1,,
OFFENSE 2.0,16078879,13(a)(30),Possession w/ Intent to Del. Controlled Substance,04/30/2016,20:25,1600 block Spring Garden Ave,Spring Garden,1,,
ARREST,16078879,13(a)(16),Possession of Controlled Substance,04/30/2016,20:25,1600 block Spring Garden Ave,Spring Garden,1,22,M
ARREST,16078879,13(a)(30),Possession w/ Intent to Del. Controlled Substance,04/30/2016,20:25,1600 block Spring Garden Ave,Spring Garden,1,22,M
