REPORT_NAME,CCR,SECTION,DESCRIPTION,ARREST_DATE,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE,AGE,GENDER
OFFENSE 2.0,16034236,9497,Aided Case,02/25/2016,00:21,Cedar Ave & E North Ave,Allegheny Center,1,,
OFFENSE 2.0,16034320,9488,False  Burglar Alarm,02/25/2016,04:27,800 block Arch St,Allegheny Center,1,,
OFFENSE 2.0,16034351,3926(a)(1),Theft of Services; Cable  Gas  Taxi  Bill  Tab  etc.,02/25/2016,05:35,Boston St & Holbrook St,Marshall-Shadeland,1,,
OFFENSE 2.0,16034382,3304,Criminal Mischief.,02/25/2016,08:20,1400 block N Franklin St,Manchester,1,,
OFFENSE 2.0,16034402,9492,Dog Bite,02/25/2016,08:30,3900 block Oswald St,Brighton Heights,1,,
OFFENSE 2.0,16034387,2709(a)(1),Harassment by Physical Contact  or Attempts or Threats,02/25/2016,08:33,500 block Armandale St,Central Northside,1,,
OFFENSE 2.0,16034392,3745,Accidents Involving Damage to Unattended Veh.or Prop.,02/25/2016,08:35,500 block Armandale St,Central Northside,1,,
OFFENSE 2.0,16034717,9126,Prostitution Investigation,02/25/2016,09:30,1200 block Western Ave,Chateau,1,,
OFFENSE 2.0,16034462,13(a)(30),Possession w/ Intent to Del. Controlled Substance,02/25/2016,11:43,3400 block California Ave,Brighton Heights,1,,
OFFENSE 2.0,16034462,13(a)(32),Paraphernalia - Use or Possession,02/25/2016,11:43,3400 block California Ave,Brighton Heights,1,,
OFFENSE 2.0,16034462,13(a)(16),Possession of Controlled Substance,02/25/2016,11:43,3400 block California Ave,Brighton Heights,1,,
OFFENSE 2.0,16034462,6105(a)(1),Persons not to possess  use  manufacture  control  sell or transfer firearms: Former Convict enumerated in subsection (b),02/25/2016,11:43,3400 block California Ave,Brighton Heights,1,,
ARREST,16034462,6105(a)(1),Persons not to possess  use  manufacture  control  sell or transfer firearms: Former Convict enumerated in subsection (b),02/25/2016,11:43,3400 block California Ave,Brighton Heights,1,23,M
ARREST,16034462,13(a)(32),Paraphernalia - Use or Possession,02/25/2016,11:43,3400 block California Ave,Brighton Heights,1,23,M
ARREST,16034462,13(a)(30),Possession w/ Intent to Del. Controlled Substance,02/25/2016,11:43,3400 block California Ave,Brighton Heights,1,23,M
